timestamp_ms,open,high,low,close,volume
1700000000000,100,100,100,100,1.0
1700000060000,100.133234589847,100.133234589847,100.133234589847,100.133234589847,1.0
1700000120000,100.265877245245,100.265877245245,100.265877245245,100.265877245245,1.0
1700000180000,100.39733866159,100.39733866159,100.39733866159,100.39733866159,1.0
1700000240000,100.527034782287,100.527034782287,100.527034782287,100.527034782287,1.0
1700000300000,100.654389393592,100.654389393592,100.654389393592,100.654389393592,1.0
1700000360000,100.778836684617,100.778836684617,100.778836684617,100.778836684617,1.0
1700000420000,100.899823761112,100.899823761112,100.899823761112,100.899823761112,1.0
1700000480000,101.016813101863,101.016813101863,101.016813101863,101.016813101863,1.0
1700000540000,101.12928494679,101.12928494679,101.12928494679,101.12928494679,1.0
1700000600000,101.236739606139,101.236739606139,101.236739606139,101.236739606139,1.0
1700000660000,101.338699680501,101.338699680501,101.338699680501,101.338699680501,1.0
1700000720000,101.434712181799,101.434712181799,101.434712181799,101.434712181799,1.0
1700000780000,101.524350545828,101.524350545828,101.524350545828,101.524350545828,1.0
1700000840000,101.607216527389,101.607216527389,101.607216527389,101.607216527389,1.0
1700000900000,101.682941969616,101.682941969616,101.682941969616,101.682941969616,1.0
1700000960000,101.75119043962,101.75119043962,101.75119043962,101.75119043962,1.0
1700001020000,101.811658723195,101.811658723195,101.811658723195,101.811658723195,1.0
1700001080000,101.864078171934,101.864078171934,101.864078171934,101.864078171934,1.0
1700001140000,101.908215896786,101.908215896786,101.908215896786,101.908215896786,1.0
1700001200000,101.943875802727,101.943875802727,101.943875802727,101.943875802727,1.0
1700001260000,101.970899459977,101.970899459977,101.970899459977,101.970899459977,1.0
1700001320000,101.98916680787,101.98916680787,101.98916680787,101.98916680787,1.0
1700001380000,101.998596688259,101.998596688259,101.998596688259,101.998596688259,1.0
1700001440000,101.999147206083,101.999147206083,101.999147206083,101.999147206083,1.0
1700001500000,101.990815915504,101.990815915504,101.990815915504,101.990815915504,1.0
1700001560000,101.973639830766,101.973639830766,101.973639830766,101.973639830766,1.0
1700001620000,101.947695261756,101.947695261756,101.947695261756,101.947695261756,1.0
1700001680000,101.913097474969,101.913097474969,101.913097474969,101.913097474969,1.0
1700001740000,101.870000181402,101.870000181402,101.870000181402,101.870000181402,1.0
1700001800000,101.818594853651,101.818594853651,101.818594853651,101.818594853651,1.0
1700001860000,101.759109875235,101.759109875235,101.759109875235,101.759109875235,1.0
1700001920000,101.691809525932,101.691809525932,101.691809525932,101.691809525932,1.0
1700001980000,101.616992807639,101.616992807639,101.616992807639,101.616992807639,1.0
1700002040000,101.534992115968,101.534992115968,101.534992115968,101.534992115968,1.0
1700002100000,101.446171763477,101.446171763477,101.446171763477,101.446171763477,1.0
1700002160000,101.350926361102,101.350926361102,101.350926361102,101.350926361102,1.0
1700002220000,101.249679064985,101.249679064985,101.249679064985,101.249679064985,1.0
1700002280000,101.142879696471,101.142879696471,101.142879696471,101.142879696471,1.0
1700002340000,101.031002743643,101.031002743643,101.031002743643,101.031002743643,1.0
1700002400000,100.914545253272,100.914545253272,100.914545253272,100.914545253272,1.0
1700002460000,100.794024622531,100.794024622531,100.794024622531,100.794024622531,1.0
1700002520000,100.669976300312,100.669976300312,100.669976300312,100.669976300312,1.0
1700002580000,100.542951408325,100.542951408325,100.542951408325,100.542951408325,1.0
1700002640000,100.413514292582,100.413514292582,100.413514292582,100.413514292582,1.0
1700002700000,100.28224001612,100.28224001612,100.28224001612,100.28224001612,1.0
1700002760000,100.14971180411,100.14971180411,100.14971180411,100.14971180411,1.0
1700002820000,100.016518452707,100.016518452707,100.016518452707,100.016518452707,1.0
1700002880000,99.8832517131448,99.8832517131448,99.8832517131448,99.8832517131448,1.0
1700002940000,99.7505036627082,99.7505036627082,99.7505036627082,99.7505036627082,1.0
1700003000000,99.618864074249,99.618864074249,99.618864074249,99.618864074249,1.0
1700003060000,99.4889177959463,99.4889177959463,99.4889177959463,99.4889177959463,1.0
1700003120000,99.3612421529431,99.3612421529431,99.3612421529431,99.3612421529431,1.0
1700003180000,99.2364043824072,99.2364043824072,99.2364043824072,99.2364043824072,1.0
1700003240000,99.1149591134103,99.1149591134103,99.1149591134103,99.1149591134103,1.0
1700003300000,98.9974459028233,98.9974459028233,98.9974459028233,98.9974459028233,1.0
1700003360000,98.8843868381734,98.8843868381734,98.8843868381734,98.8843868381734,1.0
1700003420000,98.7762842181146,98.7762842181146,98.7762842181146,98.7762842181146,1.0
1700003480000,98.6736183208155,98.6736183208155,98.6736183208155,98.6736183208155,1.0
1700003540000,98.5768452701808,98.5768452701808,98.5768452701808,98.5768452701808,1.0
1700003600000,98.4863950093841,98.4863950093841,98.4863950093841,98.4863950093841,1.0
1700003660000,98.4026693907173,98.4026693907173,98.4026693907173,98.4026693907173,1.0
1700003720000,98.3260403902416,98.3260403902416,98.3260403902416,98.3260403902416,1.0
1700003780000,98.2568484551728,98.2568484551728,98.2568484551728,98.2568484551728,1.0
1700003840000,98.1954009913431,98.1954009913431,98.1954009913431,98.1954009913431,1.0
1700003900000,98.1419709974585,98.1419709974585,98.1419709974585,98.1419709974585,1.0
1700003960000,98.096795852221,98.096795852221,98.096795852221,98.096795852221,1.0
1700004020000,98.0600762597025,98.0600762597025,98.0600762597025,98.0600762597025,1.0
1700004080000,98.0319753576571,98.0319753576571,98.0319753576571,98.0319753576571,1.0
1700004140000,98.0126179927331,98.0126179927331,98.0126179927331,98.0126179927331,1.0
1700004200000,98.0020901658041,98.0020901658041,98.0020901658041,98.0020901658041,1.0
